"order_number";"product_key";"customer_key";"order_date";"shipping_date";"due_date";"sales_amount";"quantity";"price"
"SO55484";0;6841;"2013-04-01";"2013-04-08";"2013-04-13";159;1;159
"SO55485";0;12757;"2013-04-01";"2013-04-08";"2013-04-13";29;1;29
"SO55485";0;12757;"2013-04-01";"2013-04-08";"2013-04-13";2;1;2
"SO55485";0;12757;"2013-04-01";"2013-04-08";"2013-04-13";120;1;120
"SO55486";0;16931;"2013-04-01";"2013-04-08";"2013-04-13";29;1;29
"SO55486";0;16931;"2013-04-01";"2013-04-08";"2013-04-13";5;1;5
"SO55486";0;16931;"2013-04-01";"2013-04-08";"2013-04-13";2;1;2
"SO55487";0;1066;"2013-04-01";"2013-04-08";"2013-04-13";35;1;35
"SO55487";0;1066;"2013-04-01";"2013-04-08";"2013-04-13";5;1;5
"SO55487";0;1066;"2013-04-01";"2013-04-08";"2013-04-13";2;1;2
"SO55488";0;726;"2013-04-01";"2013-04-08";"2013-04-13";35;1;35
"SO55488";0;726;"2013-04-01";"2013-04-08";"2013-04-13";5;1;5
"SO55488";0;726;"2013-04-01";"2013-04-08";"2013-04-13";22;1;22
"SO55488";0;726;"2013-04-01";"2013-04-08";"2013-04-13";8;1;8
"SO55489";0;4158;"2013-04-01";"2013-04-08";"2013-04-13";35;1;35
"SO55489";0;4158;"2013-04-01";"2013-04-08";"2013-04-13";5;1;5
"SO55489";126;4158;"2013-04-01";"2013-04-08";"2013-04-13";35;1;35
"SO55490";0;3105;"2013-04-01";"2013-04-08";"2013-04-13";769;1;769
"SO55490";0;3105;"2013-04-01";"2013-04-08";"2013-04-13";70;1;70
"SO55490";132;3105;"2013-04-01";"2013-04-08";"2013-04-13";50;1;50
"SO55491";38;2221;"2013-04-01";"2013-04-08";"2013-04-13";2320;1;2320
"SO55491";0;2221;"2013-04-01";"2013-04-08";"2013-04-13";22;1;22
"SO55491";0;2221;"2013-04-01";"2013-04-08";"2013-04-13";159;1;159
"SO55492";0;15934;"2013-04-01";"2013-04-08";"2013-04-13";1215;1;1215
"SO55492";65;15934;"2013-04-01";"2013-04-08";"2013-04-13";9;1;9
"SO55493";0;388;"2013-04-01";"2013-04-08";"2013-04-13";1215;1;1215
"SO55493";0;388;"2013-04-01";"2013-04-08";"2013-04-13";9;1;9
"SO55493";0;388;"2013-04-01";"2013-04-08";"2013-04-13";5;1;5
"SO55494";0;9824;"2013-04-01";"2013-04-08";"2013-04-13";540;1;540
"SO55494";125;9824;"2013-04-01";"2013-04-08";"2013-04-13";35;1;35
"SO55494";0;9824;"2013-04-01";"2013-04-08";"2013-04-13";64;1;64
"SO55495";0;9985;"2013-04-01";"2013-04-08";"2013-04-13";540;1;540
"SO55495";124;9985;"2013-04-01";"2013-04-08";"2013-04-13";35;1;35
"SO55496";0;9989;"2013-04-01";"2013-04-08";"2013-04-13";540;1;540
"SO55497";0;18103;"2013-04-01";"2013-04-08";"2013-04-13";2384;1;2384
"SO55498";0;18104;"2013-04-01";"2013-04-08";"2013-04-13";2384;1;2384
"SO55498";126;18104;"2013-04-01";"2013-04-08";"2013-04-13";35;1;35
"SO55499";35;1677;"2013-04-01";"2013-04-08";"2013-04-13";2295;1;2295
"SO55499";0;1677;"2013-04-01";"2013-04-08";"2013-04-13";55;1;55
"SO55500";0;11897;"2013-04-01";"2013-04-08";"2013-04-13";540;1;540
"SO55500";0;11897;"2013-04-01";"2013-04-08";"2013-04-13";21;1;21
"SO55500";0;11897;"2013-04-01";"2013-04-08";"2013-04-13";4;1;4
"SO55500";124;11897;"2013-04-01";"2013-04-08";"2013-04-13";35;1;35
"SO55501";0;11067;"2013-04-01";"2013-04-08";"2013-04-13";540;1;540
"SO55502";55;9000;"2013-04-01";"2013-04-08";"2013-04-13";1120;1;1120
"SO55502";0;9000;"2013-04-01";"2013-04-08";"2013-04-13";25;1;25
"SO55502";0;9000;"2013-04-01";"2013-04-08";"2013-04-13";2;1;2
"SO55503";0;14721;"2013-04-01";"2013-04-08";"2013-04-13";2384;1;2384
"SO55503";0;14721;"2013-04-01";"2013-04-08";"2013-04-13";5;1;5
"SO55503";0;14721;"2013-04-01";"2013-04-08";"2013-04-13";9;1;9
"SO55503";125;14721;"2013-04-01";"2013-04-08";"2013-04-13";35;1;35
"SO55504";0;1648;"2013-04-01";"2013-04-08";"2013-04-13";2384;1;2384
"SO55504";125;1648;"2013-04-01";"2013-04-08";"2013-04-13";35;1;35
"SO55504";131;1648;"2013-04-01";"2013-04-08";"2013-04-13";50;1;50
"SO55504";65;1648;"2013-04-01";"2013-04-08";"2013-04-13";9;1;9
"SO55505";38;1303;"2013-04-02";"2013-04-09";"2013-04-14";2320;1;2320
"SO55505";0;1303;"2013-04-02";"2013-04-09";"2013-04-14";55;1;55
"SO55506";0;2794;"2013-04-02";"2013-04-09";"2013-04-14";769;1;769
"SO55506";0;2794;"2013-04-02";"2013-04-09";"2013-04-14";70;1;70
"SO55507";0;6730;"2013-04-02";"2013-04-09";"2013-04-14";4;1;4
"SO55507";0;6730;"2013-04-02";"2013-04-09";"2013-04-14";21;1;21
"SO55507";126;6730;"2013-04-02";"2013-04-09";"2013-04-14";35;1;35
"SO55507";133;6730;"2013-04-02";"2013-04-09";"2013-04-14";50;1;50
"SO55508";0;14225;"2013-04-02";"2013-04-09";"2013-04-14";5;1;5
"SO55508";0;14225;"2013-04-02";"2013-04-09";"2013-04-14";2;1;2
"SO55509";0;761;"2013-04-02";"2013-04-09";"2013-04-14";4;1;4
"SO55509";0;761;"2013-04-02";"2013-04-09";"2013-04-14";55;1;55
"SO55509";0;761;"2013-04-02";"2013-04-09";"2013-04-14";64;1;64
"SO55510";0;18305;"2013-04-02";"2013-04-09";"2013-04-14";10;1;10
"SO55510";65;18305;"2013-04-02";"2013-04-09";"2013-04-14";9;1;9
"SO55510";0;18305;"2013-04-02";"2013-04-09";"2013-04-14";5;1;5
"SO55511";0;5931;"2013-04-02";"2013-04-09";"2013-04-14";8;1;8
"SO55512";117;1346;"2013-04-02";"2013-04-09";"2013-04-14";24;1;24
"SO55513";0;2808;"2013-04-02";"2013-04-09";"2013-04-14";769;1;769
"SO55513";0;2808;"2013-04-02";"2013-04-09";"2013-04-14";159;1;159
"SO55514";0;16225;"2013-04-02";"2013-04-09";"2013-04-14";4;1;4
"SO55514";0;16225;"2013-04-02";"2013-04-09";"2013-04-14";2;1;2
"SO55515";0;18076;"2013-04-02";"2013-04-09";"2013-04-14";4;1;4
"SO55515";0;18076;"2013-04-02";"2013-04-09";"2013-04-14";64;1;64
"SO55516";0;17797;"2013-04-02";"2013-04-09";"2013-04-14";4;1;4
"SO55516";0;17797;"2013-04-02";"2013-04-09";"2013-04-14";25;1;25
"SO55516";124;17797;"2013-04-02";"2013-04-09";"2013-04-14";35;1;35
"SO55517";0;17267;"2013-04-02";"2013-04-09";"2013-04-14";5;1;5
"SO55518";0;15350;"2013-04-02";"2013-04-09";"2013-04-14";25;1;25
"SO55518";0;15350;"2013-04-02";"2013-04-09";"2013-04-14";2;1;2
"SO55519";0;254;"2013-04-02";"2013-04-09";"2013-04-14";25;1;25
"SO55520";0;13738;"2013-04-02";"2013-04-09";"2013-04-14";33;1;33
"SO55520";0;13738;"2013-04-02";"2013-04-09";"2013-04-14";4;1;4
"SO55520";0;13738;"2013-04-02";"2013-04-09";"2013-04-14";2;1;2
"SO55520";0;13738;"2013-04-02";"2013-04-09";"2013-04-14";8;1;8
"SO55521";0;1940;"2013-04-02";"2013-04-09";"2013-04-14";30;1;30
"SO55521";0;1940;"2013-04-02";"2013-04-09";"2013-04-14";2;1;2
"SO55522";0;10751;"2013-04-02";"2013-04-09";"2013-04-14";10;1;10
"SO55522";0;10751;"2013-04-02";"2013-04-09";"2013-04-14";5;1;5
"SO55522";0;10751;"2013-04-02";"2013-04-09";"2013-04-14";54;1;54
"SO55523";0;7542;"2013-04-02";"2013-04-09";"2013-04-14";70;1;70
"SO55524";0;7313;"2013-04-02";"2013-04-09";"2013-04-14";5;1;5
"SO55524";0;7313;"2013-04-02";"2013-04-09";"2013-04-14";2;1;2
"SO55524";0;7313;"2013-04-02";"2013-04-09";"2013-04-14";8;1;8
"SO55525";0;6527;"2013-04-02";"2013-04-09";"2013-04-14";5;1;5
"SO55526";0;16438;"2013-04-02";"2013-04-09";"2013-04-14";70;1;70
"SO55526";65;16438;"2013-04-02";"2013-04-09";"2013-04-14";9;1;9
"SO55527";0;5964;"2013-04-02";"2013-04-09";"2013-04-14";5;1;5
"SO55527";125;5964;"2013-04-02";"2013-04-09";"2013-04-14";35;1;35
"SO55528";0;7105;"2013-04-02";"2013-04-09";"2013-04-14";5;1;5
"SO55528";65;7105;"2013-04-02";"2013-04-09";"2013-04-14";9;1;9
"SO55529";0;3455;"2013-04-02";"2013-04-09";"2013-04-14";22;1;22
"SO55529";0;3455;"2013-04-02";"2013-04-09";"2013-04-14";10;1;10
"SO55530";0;15702;"2013-04-02";"2013-04-09";"2013-04-14";5;1;5
"SO55530";125;15702;"2013-04-02";"2013-04-09";"2013-04-14";35;1;35
"SO55531";0;14670;"2013-04-02";"2013-04-09";"2013-04-14";4;1;4
"SO55531";125;14670;"2013-04-02";"2013-04-09";"2013-04-14";35;1;35
"SO55532";0;10511;"2013-04-02";"2013-04-09";"2013-04-14";30;1;30
"SO55532";0;10511;"2013-04-02";"2013-04-09";"2013-04-14";5;1;5
"SO55532";124;10511;"2013-04-02";"2013-04-09";"2013-04-14";35;1;35
"SO55532";133;10511;"2013-04-02";"2013-04-09";"2013-04-14";50;1;50
"SO55532";65;10511;"2013-04-02";"2013-04-09";"2013-04-14";9;1;9
"SO55533";0;16784;"2013-04-02";"2013-04-09";"2013-04-14";4;1;4
"SO55533";0;16784;"2013-04-02";"2013-04-09";"2013-04-14";2;1;2
"SO55533";0;16784;"2013-04-02";"2013-04-09";"2013-04-14";159;1;159
"SO55534";0;16323;"2013-04-02";"2013-04-09";"2013-04-14";5;1;5
"SO55534";0;16323;"2013-04-02";"2013-04-09";"2013-04-14";29;1;29
"SO55534";0;16323;"2013-04-02";"2013-04-09";"2013-04-14";2;1;2
"SO55535";0;14631;"2013-04-02";"2013-04-09";"2013-04-14";5;1;5
"SO55535";125;14631;"2013-04-02";"2013-04-09";"2013-04-14";35;1;35
"SO55536";0;2331;"2013-04-02";"2013-04-09";"2013-04-14";35;1;35
"SO55536";0;2331;"2013-04-02";"2013-04-09";"2013-04-14";5;1;5
"SO55536";124;2331;"2013-04-02";"2013-04-09";"2013-04-14";35;1;35
"SO55537";0;3037;"2013-04-02";"2013-04-09";"2013-04-14";769;1;769
"SO55537";0;3037;"2013-04-02";"2013-04-09";"2013-04-14";70;1;70
"SO55538";0;6048;"2013-04-02";"2013-04-09";"2013-04-14";769;1;769
"SO55539";0;7770;"2013-04-02";"2013-04-09";"2013-04-14";1701;1;1701
"SO55539";0;7770;"2013-04-02";"2013-04-09";"2013-04-14";25;1;25
"SO55540";0;9995;"2013-04-02";"2013-04-09";"2013-04-14";540;1;540
"SO55540";0;9995;"2013-04-02";"2013-04-09";"2013-04-14";5;1;5
"SO55540";0;9995;"2013-04-02";"2013-04-09";"2013-04-14";9;1;9
"SO55540";125;9995;"2013-04-02";"2013-04-09";"2013-04-14";35;1;35
"SO55540";116;9995;"2013-04-02";"2013-04-09";"2013-04-14";24;1;24
"SO55541";59;8589;"2013-04-02";"2013-04-09";"2013-04-14";2443;1;2443
"SO55541";125;8589;"2013-04-02";"2013-04-09";"2013-04-14";35;1;35
"SO55542";59;8587;"2013-04-02";"2013-04-09";"2013-04-14";2443;1;2443
"SO55542";126;8587;"2013-04-02";"2013-04-09";"2013-04-14";35;1;35
"SO55543";34;1040;"2013-04-02";"2013-04-09";"2013-04-14";2295;1;2295
"SO55543";0;1040;"2013-04-02";"2013-04-09";"2013-04-14";35;1;35
"SO55543";0;1040;"2013-04-02";"2013-04-09";"2013-04-14";5;1;5
"SO55543";126;1040;"2013-04-02";"2013-04-09";"2013-04-14";35;1;35
"SO55543";117;1040;"2013-04-02";"2013-04-09";"2013-04-14";24;1;24
"SO55544";0;14386;"2013-04-02";"2013-04-09";"2013-04-14";1215;1;1215
"SO55544";126;14386;"2013-04-02";"2013-04-09";"2013-04-14";35;1;35
"SO55545";0;13803;"2013-04-02";"2013-04-09";"2013-04-14";2384;1;2384
"SO55545";0;13803;"2013-04-02";"2013-04-09";"2013-04-14";5;1;5
"SO55545";0;13803;"2013-04-02";"2013-04-09";"2013-04-14";9;1;9
"SO55545";65;13803;"2013-04-02";"2013-04-09";"2013-04-14";9;1;9
"SO55546";0;13807;"2013-04-02";"2013-04-09";"2013-04-14";2384;1;2384
"SO55546";0;13807;"2013-04-02";"2013-04-09";"2013-04-14";29;1;29
"SO55547";0;13999;"2013-04-02";"2013-04-09";"2013-04-14";2384;1;2384
"SO55547";0;13999;"2013-04-02";"2013-04-09";"2013-04-14";54;1;54
"SO55548";52;8987;"2013-04-02";"2013-04-09";"2013-04-14";1120;1;1120
"SO55548";0;8987;"2013-04-02";"2013-04-09";"2013-04-14";5;1;5
"SO55548";0;8987;"2013-04-02";"2013-04-09";"2013-04-14";9;1;9
"SO55548";0;8987;"2013-04-02";"2013-04-09";"2013-04-14";55;1;55
"SO55549";56;12945;"2013-04-02";"2013-04-09";"2013-04-14";1120;1;1120
"SO55549";125;12945;"2013-04-02";"2013-04-09";"2013-04-14";35;1;35
"SO55550";0;14762;"2013-04-02";"2013-04-09";"2013-04-14";540;1;540
"SO55550";0;14762;"2013-04-02";"2013-04-09";"2013-04-14";5;1;5
"SO55550";0;14762;"2013-04-02";"2013-04-09";"2013-04-14";9;1;9
"SO55550";65;14762;"2013-04-02";"2013-04-09";"2013-04-14";9;1;9
"SO55551";0;403;"2013-04-02";"2013-04-09";"2013-04-14";540;1;540
"SO55551";0;403;"2013-04-02";"2013-04-09";"2013-04-14";5;1;5
"SO55551";0;403;"2013-04-02";"2013-04-09";"2013-04-14";9;1;9
"SO55551";125;403;"2013-04-02";"2013-04-09";"2013-04-14";35;1;35
"SO55552";0;15211;"2013-04-02";"2013-04-09";"2013-04-14";540;1;540
"SO55552";0;15211;"2013-04-02";"2013-04-09";"2013-04-14";9;1;9
"SO55552";0;15211;"2013-04-02";"2013-04-09";"2013-04-14";5;1;5
"SO55553";0;1646;"2013-04-02";"2013-04-09";"2013-04-14";2384;1;2384
"SO55553";125;1646;"2013-04-02";"2013-04-09";"2013-04-14";35;1;35
"SO55554";0;13137;"2013-04-02";"2013-04-09";"2013-04-14";2384;1;2384
"SO55554";0;13137;"2013-04-02";"2013-04-09";"2013-04-14";29;1;29
"SO55555";39;2769;"2013-04-03";"2013-04-10";"2013-04-15";2320;1;2320
"SO55555";0;2769;"2013-04-03";"2013-04-10";"2013-04-15";22;1;22
"SO55556";39;1282;"2013-04-03";"2013-04-10";"2013-04-15";2320;1;2320
"SO55556";0;1282;"2013-04-03";"2013-04-10";"2013-04-15";10;1;10
"SO55556";0;1282;"2013-04-03";"2013-04-10";"2013-04-15";5;1;5
"SO55556";0;1282;"2013-04-03";"2013-04-10";"2013-04-15";8;1;8
"SO55557";0;17602;"2013-04-03";"2013-04-10";"2013-04-15";8;1;8
"SO55558";0;5175;"2013-04-03";"2013-04-10";"2013-04-15";4;1;4
"SO55558";0;5175;"2013-04-03";"2013-04-10";"2013-04-15";25;1;25
"SO55558";0;5175;"2013-04-03";"2013-04-10";"2013-04-15";64;1;64
"SO55559";0;7744;"2013-04-03";"2013-04-10";"2013-04-15";22;1;22
"SO55559";124;7744;"2013-04-03";"2013-04-10";"2013-04-15";35;1;35
"SO55560";0;5610;"2013-04-03";"2013-04-10";"2013-04-15";33;1;33
"SO55560";0;5610;"2013-04-03";"2013-04-10";"2013-04-15";4;1;4
"SO55560";0;5610;"2013-04-03";"2013-04-10";"2013-04-15";159;1;159
"SO55560";0;5610;"2013-04-03";"2013-04-10";"2013-04-15";64;1;64
"SO55561";0;9046;"2013-04-03";"2013-04-10";"2013-04-15";540;1;540
"SO55561";0;9046;"2013-04-03";"2013-04-10";"2013-04-15";22;1;22
"SO55561";126;9046;"2013-04-03";"2013-04-10";"2013-04-15";35;1;35
"SO55562";0;829;"2013-04-03";"2013-04-10";"2013-04-15";54;1;54
"SO55563";0;188;"2013-04-03";"2013-04-10";"2013-04-15";4;1;4
"SO55563";0;188;"2013-04-03";"2013-04-10";"2013-04-15";64;1;64
"SO55564";0;18325;"2013-04-03";"2013-04-10";"2013-04-15";4;1;4
"SO55564";125;18325;"2013-04-03";"2013-04-10";"2013-04-15";35;1;35
"SO55565";0;18252;"2013-04-03";"2013-04-10";"2013-04-15";4;1;4
"SO55565";65;18252;"2013-04-03";"2013-04-10";"2013-04-15";9;1;9
"SO55566";0;803;"2013-04-03";"2013-04-10";"2013-04-15";4;1;4
"SO55566";0;803;"2013-04-03";"2013-04-10";"2013-04-15";21;1;21
"SO55566";0;803;"2013-04-03";"2013-04-10";"2013-04-15";2;1;2
"SO55567";0;16659;"2013-04-03";"2013-04-10";"2013-04-15";21;1;21
"SO55567";0;16659;"2013-04-03";"2013-04-10";"2013-04-15";4;1;4
"SO55567";0;16659;"2013-04-03";"2013-04-10";"2013-04-15";2;1;2
"SO55568";0;10239;"2013-04-03";"2013-04-10";"2013-04-15";25;1;25
"SO55568";0;10239;"2013-04-03";"2013-04-10";"2013-04-15";5;1;5
"SO55568";0;10239;"2013-04-03";"2013-04-10";"2013-04-15";2;1;2
"SO55569";0;6388;"2013-04-03";"2013-04-10";"2013-04-15";5;1;5
"SO55569";0;6388;"2013-04-03";"2013-04-10";"2013-04-15";25;1;25
"SO55569";0;6388;"2013-04-03";"2013-04-10";"2013-04-15";10;1;10
"SO55569";65;6388;"2013-04-03";"2013-04-10";"2013-04-15";9;1;9
"SO55569";0;6388;"2013-04-03";"2013-04-10";"2013-04-15";5;1;5
"SO55570";0;14373;"2013-04-03";"2013-04-10";"2013-04-15";33;1;33
"SO55571";0;201;"2013-04-03";"2013-04-10";"2013-04-15";25;1;25
"SO55571";0;201;"2013-04-03";"2013-04-10";"2013-04-15";2;1;2
"SO55572";0;92;"2013-04-03";"2013-04-10";"2013-04-15";4;1;4
"SO55572";0;92;"2013-04-03";"2013-04-10";"2013-04-15";33;1;33
"SO55572";0;92;"2013-04-03";"2013-04-10";"2013-04-15";2;1;2
"SO55573";0;12030;"2013-04-03";"2013-04-10";"2013-04-15";30;1;30
"SO55573";0;12030;"2013-04-03";"2013-04-10";"2013-04-15";5;1;5
"SO55573";0;12030;"2013-04-03";"2013-04-10";"2013-04-15";22;1;22
"SO55573";0;12030;"2013-04-03";"2013-04-10";"2013-04-15";64;1;64
"SO55574";0;5959;"2013-04-03";"2013-04-10";"2013-04-15";10;1;10
"SO55574";0;5959;"2013-04-03";"2013-04-10";"2013-04-15";5;1;5
"SO55575";0;7787;"2013-04-03";"2013-04-10";"2013-04-15";70;1;70
"SO55575";130;7787;"2013-04-03";"2013-04-10";"2013-04-15";50;1;50
"SO55576";0;7388;"2013-04-03";"2013-04-10";"2013-04-15";5;1;5
"SO55577";65;6393;"2013-04-03";"2013-04-10";"2013-04-15";9;1;9
"SO55577";0;6393;"2013-04-03";"2013-04-10";"2013-04-15";5;1;5
"SO55578";0;5004;"2013-04-03";"2013-04-10";"2013-04-15";5;1;5
"SO55579";0;4964;"2013-04-03";"2013-04-10";"2013-04-15";5;1;5
"SO55579";126;4964;"2013-04-03";"2013-04-10";"2013-04-15";35;1;35
"SO55579";133;4964;"2013-04-03";"2013-04-10";"2013-04-15";50;1;50
"SO55580";0;7555;"2013-04-03";"2013-04-10";"2013-04-15";22;1;22
"SO55580";0;7555;"2013-04-03";"2013-04-10";"2013-04-15";64;1;64
"SO55581";0;2760;"2013-04-03";"2013-04-10";"2013-04-15";22;1;22
"SO55581";0;2760;"2013-04-03";"2013-04-10";"2013-04-15";5;1;5
"SO55581";0;2760;"2013-04-03";"2013-04-10";"2013-04-15";64;1;64
"SO55581";0;2760;"2013-04-03";"2013-04-10";"2013-04-15";10;1;10
"SO55582";0;4442;"2013-04-03";"2013-04-10";"2013-04-15";35;1;35
"SO55582";0;4442;"2013-04-03";"2013-04-10";"2013-04-15";2;1;2
"SO55583";0;11381;"2013-04-03";"2013-04-10";"2013-04-15";5;1;5
"SO55584";0;14629;"2013-04-03";"2013-04-10";"2013-04-15";4;1;4
"SO55584";0;14629;"2013-04-03";"2013-04-10";"2013-04-15";2;1;2
"SO55585";0;18435;"2013-04-03";"2013-04-10";"2013-04-15";5;1;5
"SO55585";0;18435;"2013-04-03";"2013-04-10";"2013-04-15";29;1;29
"SO55585";124;18435;"2013-04-03";"2013-04-10";"2013-04-15";35;1;35
"SO55585";65;18435;"2013-04-03";"2013-04-10";"2013-04-15";9;1;9
"SO55586";0;13149;"2013-04-03";"2013-04-10";"2013-04-15";4;1;4
"SO55586";0;13149;"2013-04-03";"2013-04-10";"2013-04-15";8;1;8
"SO55587";0;567;"2013-04-03";"2013-04-10";"2013-04-15";5;1;5
"SO55587";0;567;"2013-04-03";"2013-04-10";"2013-04-15";2;1;2
"SO55588";0;567;"2013-04-03";"2013-04-10";"2013-04-15";5;1;5
"SO55588";126;567;"2013-04-03";"2013-04-10";"2013-04-15";35;1;35
"SO55589";0;3983;"2013-04-03";"2013-04-10";"2013-04-15";29;1;29
"SO55589";0;3983;"2013-04-03";"2013-04-10";"2013-04-15";5;1;5
"SO55590";0;6703;"2013-04-03";"2013-04-10";"2013-04-15";5;1;5
"SO55590";115;6703;"2013-04-03";"2013-04-10";"2013-04-15";24;1;24
"SO55591";0;1758;"2013-04-03";"2013-04-10";"2013-04-15";22;1;22
"SO55591";125;1758;"2013-04-03";"2013-04-10";"2013-04-15";35;1;35
"SO55591";130;1758;"2013-04-03";"2013-04-10";"2013-04-15";50;1;50
"SO55592";0;12377;"2013-04-03";"2013-04-10";"2013-04-15";1701;1;1701
"SO55592";125;12377;"2013-04-03";"2013-04-10";"2013-04-15";35;1;35
"SO55593";0;8130;"2013-04-03";"2013-04-10";"2013-04-15";565;1;565
"SO55593";0;8130;"2013-04-03";"2013-04-10";"2013-04-15";10;1;10
"SO55593";0;8130;"2013-04-03";"2013-04-10";"2013-04-15";5;1;5
"SO55593";115;8130;"2013-04-03";"2013-04-10";"2013-04-15";24;1;24
"SO55593";125;8130;"2013-04-03";"2013-04-10";"2013-04-15";35;1;35
"SO55594";0;5952;"2013-04-03";"2013-04-10";"2013-04-15";1701;1;1701
"SO55594";126;5952;"2013-04-03";"2013-04-10";"2013-04-15";35;1;35
"SO55595";0;8122;"2013-04-03";"2013-04-10";"2013-04-15";565;1;565
"SO55595";0;8122;"2013-04-03";"2013-04-10";"2013-04-15";22;1;22
"SO55595";0;8122;"2013-04-03";"2013-04-10";"2013-04-15";10;1;10
"SO55595";0;8122;"2013-04-03";"2013-04-10";"2013-04-15";5;1;5
"SO55595";0;8122;"2013-04-03";"2013-04-10";"2013-04-15";55;1;55
"SO55596";0;8123;"2013-04-03";"2013-04-10";"2013-04-15";565;1;565
"SO55596";0;8123;"2013-04-03";"2013-04-10";"2013-04-15";10;1;10
"SO55596";65;8123;"2013-04-03";"2013-04-10";"2013-04-15";9;1;9
"SO55596";0;8123;"2013-04-03";"2013-04-10";"2013-04-15";5;1;5
"SO55597";36;2285;"2013-04-03";"2013-04-10";"2013-04-15";2295;1;2295
"SO55597";0;2285;"2013-04-03";"2013-04-10";"2013-04-15";55;1;55
"SO55597";117;2285;"2013-04-03";"2013-04-10";"2013-04-15";24;1;24
"SO55598";37;1942;"2013-04-03";"2013-04-10";"2013-04-15";2320;1;2320
"SO55598";0;1942;"2013-04-03";"2013-04-10";"2013-04-15";55;1;55
"SO55599";37;41;"2013-04-03";"2013-04-10";"2013-04-15";2320;1;2320
"SO55599";0;41;"2013-04-03";"2013-04-10";"2013-04-15";22;1;22
"SO55599";0;41;"2013-04-03";"2013-04-10";"2013-04-15";9;1;9
"SO55600";35;2102;"2013-04-03";"2013-04-10";"2013-04-15";2295;1;2295
"SO55600";0;2102;"2013-04-03";"2013-04-10";"2013-04-15";22;1;22
"SO55600";124;2102;"2013-04-03";"2013-04-10";"2013-04-15";35;1;35
"SO55601";0;3772;"2013-04-03";"2013-04-10";"2013-04-15";742;1;742
"SO55601";0;3772;"2013-04-03";"2013-04-10";"2013-04-15";9;1;9
"SO55601";0;3772;"2013-04-03";"2013-04-10";"2013-04-15";5;1;5
"SO55602";0;1386;"2013-04-03";"2013-04-10";"2013-04-15";742;1;742
"SO55603";0;16340;"2013-04-03";"2013-04-10";"2013-04-15";540;1;540
"SO55603";0;16340;"2013-04-03";"2013-04-10";"2013-04-15";5;1;5
"SO55603";0;16340;"2013-04-03";"2013-04-10";"2013-04-15";9;1;9
"SO55604";0;18290;"2013-04-03";"2013-04-10";"2013-04-15";2384;1;2384
"SO55604";0;18290;"2013-04-03";"2013-04-10";"2013-04-15";9;1;9
"SO55604";0;18290;"2013-04-03";"2013-04-10";"2013-04-15";5;1;5
"SO55604";125;18290;"2013-04-03";"2013-04-10";"2013-04-15";35;1;35
"SO55605";59;8095;"2013-04-03";"2013-04-10";"2013-04-15";2443;1;2443
"SO55606";60;6281;"2013-04-03";"2013-04-10";"2013-04-15";2443;1;2443
"SO55606";0;6281;"2013-04-03";"2013-04-10";"2013-04-15";9;1;9
"SO55606";0;6281;"2013-04-03";"2013-04-10";"2013-04-15";5;1;5
"SO55606";0;6281;"2013-04-03";"2013-04-10";"2013-04-15";54;1;54
"SO55607";37;978;"2013-04-03";"2013-04-10";"2013-04-15";2320;1;2320
"SO55607";0;978;"2013-04-03";"2013-04-10";"2013-04-15";22;1;22
"SO55607";0;978;"2013-04-03";"2013-04-10";"2013-04-15";9;1;9
"SO55608";0;13785;"2013-04-03";"2013-04-10";"2013-04-15";2384;1;2384
"SO55608";65;13785;"2013-04-03";"2013-04-10";"2013-04-15";9;1;9
"SO55609";0;13350;"2013-04-03";"2013-04-10";"2013-04-15";2384;1;2384
"SO55609";124;13350;"2013-04-03";"2013-04-10";"2013-04-15";35;1;35
"SO55610";55;8746;"2013-04-03";"2013-04-10";"2013-04-15";1120;1;1120
"SO55610";0;8746;"2013-04-03";"2013-04-10";"2013-04-15";54;1;54
"SO55611";0;18404;"2013-04-03";"2013-04-10";"2013-04-15";540;1;540
"SO55611";0;18404;"2013-04-03";"2013-04-10";"2013-04-15";9;1;9
"SO55611";0;18404;"2013-04-03";"2013-04-10";"2013-04-15";5;1;5
"SO55611";0;18404;"2013-04-03";"2013-04-10";"2013-04-15";54;1;54
"SO55611";65;18404;"2013-04-03";"2013-04-10";"2013-04-15";9;1;9
"SO55612";0;14761;"2013-04-03";"2013-04-10";"2013-04-15";540;1;540
"SO55612";0;14761;"2013-04-03";"2013-04-10";"2013-04-15";21;1;21
"SO55612";0;14761;"2013-04-03";"2013-04-10";"2013-04-15";4;1;4
"SO55612";0;14761;"2013-04-03";"2013-04-10";"2013-04-15";2;1;2
"SO55613";0;4578;"2013-04-04";"2013-04-11";"2013-04-16";25;1;25
"SO55613";131;4578;"2013-04-04";"2013-04-11";"2013-04-16";50;1;50
"SO55613";65;4578;"2013-04-04";"2013-04-11";"2013-04-16";9;1;9
"SO55614";0;8585;"2013-04-04";"2013-04-11";"2013-04-16";21;1;21
"SO55614";0;8585;"2013-04-04";"2013-04-11";"2013-04-16";4;1;4
"SO55614";0;8585;"2013-04-04";"2013-04-11";"2013-04-16";2;1;2
"SO55615";0;13907;"2013-04-04";"2013-04-11";"2013-04-16";5;1;5
"SO55615";0;13907;"2013-04-04";"2013-04-11";"2013-04-16";22;1;22
"SO55615";125;13907;"2013-04-04";"2013-04-11";"2013-04-16";35;1;35
